ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.320,4.493,9.503,0.327,0.606,0.852,0.936,2.283
proxy_dpth,0.493,13.688,19.032,0.455,0.446,0.692,0.840,3.292
15m,0.155,0.290,1.624,0.159,0.891,0.991,0.998,0.949
25m,0.197,0.705,2.953,0.205,0.749,0.970,0.994,1.313
50m,0.275,2.478,6.491,0.285,0.636,0.888,0.964,1.936
80m,0.320,4.493,9.502,0.327,0.606,0.852,0.936,2.283
