ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.169,2.310,8.377,0.266,0.755,0.893,0.953,2.437
proxy_dpth,0.277,6.469,14.454,0.362,0.621,0.801,0.902,3.297
15m,0.057,0.095,0.875,0.082,0.959,0.987,0.996,1.283
25m,0.088,0.310,2.109,0.137,0.899,0.971,0.990,1.772
50m,0.142,1.294,5.516,0.226,0.793,0.920,0.968,2.239
80m,0.169,2.298,8.334,0.265,0.755,0.893,0.953,2.437
