ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.303,4.204,9.202,0.317,0.624,0.862,0.942,2.316
proxy_dpth,0.489,13.775,18.838,0.454,0.455,0.700,0.844,3.367
15m,0.147,0.267,1.566,0.153,0.904,0.991,0.998,1.040
25m,0.188,0.664,2.900,0.200,0.766,0.971,0.993,1.425
50m,0.262,2.342,6.312,0.277,0.654,0.896,0.967,1.996
80m,0.303,4.204,9.202,0.317,0.624,0.862,0.942,2.316
