ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.285,3.529,8.689,0.300,0.632,0.876,0.953,2.184
proxy_dpth,0.432,11.077,17.620,0.419,0.475,0.730,0.871,3.174
15m,0.149,0.276,1.596,0.155,0.897,0.991,0.999,1.023
25m,0.188,0.648,2.858,0.198,0.766,0.973,0.994,1.393
50m,0.251,2.054,6.051,0.266,0.660,0.907,0.973,1.919
80m,0.285,3.528,8.688,0.300,0.632,0.876,0.953,2.184
