ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.150,1.768,7.550,0.241,0.782,0.909,0.963,2.214
proxy_dpth,0.251,5.345,14.085,0.336,0.619,0.823,0.926,3.078
15m,0.059,0.094,0.847,0.082,0.960,0.987,0.997,1.281
25m,0.086,0.288,1.995,0.132,0.909,0.971,0.991,1.752
50m,0.129,1.041,5.078,0.209,0.817,0.930,0.972,2.059
80m,0.149,1.736,7.382,0.239,0.783,0.910,0.963,2.214
