ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.144,1.817,7.571,0.230,0.803,0.919,0.965,2.118
proxy_dpth,0.234,5.081,12.968,0.321,0.673,0.841,0.927,2.932
15m,0.053,0.085,0.786,0.075,0.963,0.989,0.996,1.012
25m,0.077,0.246,1.762,0.116,0.924,0.978,0.993,1.472
50m,0.122,1.034,4.667,0.190,0.842,0.942,0.977,1.972
80m,0.143,1.796,7.465,0.228,0.805,0.920,0.965,2.118
