ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.148,1.880,7.493,0.228,0.805,0.920,0.966,2.097
proxy_dpth,0.242,5.357,13.039,0.321,0.675,0.841,0.926,2.925
15m,0.054,0.083,0.777,0.074,0.964,0.991,0.997,0.980
25m,0.079,0.262,1.782,0.117,0.923,0.979,0.993,1.408
50m,0.125,1.061,4.628,0.190,0.843,0.944,0.977,1.928
80m,0.147,1.855,7.364,0.227,0.806,0.921,0.967,2.097
