ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.144,1.804,7.402,0.227,0.807,0.922,0.966,2.089
proxy_dpth,0.238,5.120,13.014,0.319,0.667,0.842,0.929,2.918
15m,0.054,0.084,0.780,0.075,0.964,0.989,0.997,1.009
25m,0.078,0.253,1.776,0.117,0.925,0.978,0.992,1.457
50m,0.122,1.013,4.641,0.189,0.845,0.943,0.977,1.931
80m,0.144,1.786,7.312,0.225,0.808,0.922,0.967,2.089
