ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.141,1.714,7.320,0.224,0.808,0.922,0.967,2.070
proxy_dpth,0.246,5.289,13.231,0.321,0.654,0.836,0.928,2.912
15m,0.053,0.084,0.780,0.075,0.963,0.989,0.997,1.044
25m,0.076,0.243,1.758,0.115,0.924,0.978,0.993,1.473
50m,0.120,0.974,4.620,0.188,0.844,0.944,0.978,1.913
80m,0.140,1.686,7.161,0.222,0.809,0.923,0.968,2.070
