ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.147,1.793,7.430,0.228,0.800,0.919,0.967,2.101
proxy_dpth,0.243,5.205,13.177,0.322,0.662,0.836,0.927,2.940
15m,0.056,0.087,0.800,0.077,0.964,0.988,0.996,1.025
25m,0.080,0.258,1.822,0.120,0.921,0.977,0.992,1.468
50m,0.125,1.009,4.684,0.191,0.837,0.941,0.978,1.940
80m,0.146,1.761,7.270,0.226,0.801,0.920,0.968,2.101
