ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.346,5.518,10.369,0.360,0.581,0.808,0.912,2.660
proxy_dpth,0.569,17.625,21.334,0.514,0.418,0.621,0.781,3.735
15m,0.135,0.252,1.530,0.147,0.897,0.989,0.997,1.118
25m,0.194,0.785,3.182,0.214,0.729,0.953,0.992,1.569
50m,0.292,2.972,7.112,0.311,0.610,0.845,0.946,2.268
80m,0.346,5.518,10.369,0.360,0.581,0.808,0.912,2.660
