ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.330,4.845,9.692,0.335,0.603,0.843,0.930,2.355
proxy_dpth,0.520,14.944,19.566,0.472,0.437,0.677,0.826,3.363
15m,0.147,0.272,1.568,0.152,0.904,0.992,0.998,0.933
25m,0.196,0.737,2.999,0.205,0.750,0.969,0.993,1.328
50m,0.284,2.714,6.682,0.293,0.632,0.879,0.959,2.003
80m,0.330,4.845,9.692,0.335,0.603,0.843,0.930,2.355
