ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.299,4.366,9.352,0.316,0.651,0.859,0.939,2.284
proxy_dpth,0.499,14.407,19.378,0.462,0.462,0.687,0.831,3.351
15m,0.129,0.219,1.404,0.136,0.934,0.992,0.998,0.867
25m,0.173,0.610,2.760,0.187,0.806,0.974,0.994,1.248
50m,0.255,2.368,6.365,0.272,0.682,0.895,0.965,1.927
80m,0.299,4.366,9.352,0.316,0.651,0.859,0.939,2.284
