ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.149,1.777,7.511,0.242,0.785,0.910,0.960,2.207
proxy_dpth,0.251,5.308,13.847,0.337,0.627,0.824,0.923,3.088
15m,0.057,0.098,0.870,0.083,0.958,0.986,0.995,1.255
25m,0.084,0.277,1.965,0.130,0.911,0.972,0.990,1.733
50m,0.128,1.064,5.127,0.211,0.820,0.930,0.970,2.055
80m,0.148,1.762,7.435,0.241,0.786,0.910,0.961,2.207
