ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.305,4.350,9.541,0.322,0.616,0.849,0.937,2.373
proxy_dpth,0.510,15.014,19.920,0.470,0.442,0.667,0.822,3.434
15m,0.135,0.243,1.502,0.144,0.913,0.991,0.998,1.064
25m,0.181,0.651,2.918,0.197,0.765,0.971,0.994,1.426
50m,0.260,2.340,6.464,0.279,0.646,0.886,0.966,2.018
80m,0.305,4.350,9.541,0.322,0.616,0.849,0.937,2.373
